FOLIO,NUM_REP,NUM_OP,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,TIPO_ARMA,ARMA_2,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CAR_MON,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,LESIONADO,VEH_SOSP,C_VIOL,MONTO,PROCESO,DETENIDO,FIL_SOSP,PR_FERIA,TRASL_HOSP,DESTAC_SEG,OID,INCIDENTE,LONG,LAT
14602,,,ENERO,2017-01-18,MIERCOLES,17,33,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,RODOLFO LANDEROS GALLEGOS,NULO,0,NULO,0,NULO,GENERAL LAZARO CARDENAS,POLIDUCTO,GENERAL FRANCISCO J. MUGICA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,55,Robo a persona,-102.24875903,21.90355476
14847,0,0,ENERO,2017-01-18,MIERCOLES,22,34,AGUASCALIENTES,URBANA,SIN TIPO,BANCOMER BUGAMBILIAS (DESARROLLO SIN DELIMITACION OFICIAL NO 114),1092,AVENIDA,AGUASCALIENTES SUR,NULO,0,NULO,0,NULO,PASEO DE LAS GARZAS,DEL PARQUE,DEL LAGO,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,TENIS,NO,NULO,SI,0,,0,,NULO,,,56,Robo a persona,-102.28759980,21.85906446
15203,,,ENERO,2017-01-19,JUEVES,12,41,PABELLON DE ARTEAGA,URBANA,BARRIO,CARBONERAS,93,CALLE,DEL ONCE,NULO,0,NULO,0,NULO,FRANCISCO I MADERO SUR,INDEPENDENCIA SUR,20 DE NOVIEMBRE,CORTANTE,NULO,NULO,DINERO,3100,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,TARJETAS,NO,NULO,SI,,,,,NULO,,,57,Robo a persona,-102.27322094,22.14758692
15228,,,ENERO,2017-01-19,JUEVES,13,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,AVENIDA,OJOCALIENTE,NULO,0,NULO,0,NULO,ESFUERZO NACIONAL,TORCAZAS,SAN MIGUELITO,FUEGO,NULO,RETIRO,DINERO,100000,BANORTE,BANORTE AGROPECUARIO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,CAMIONETA CHEROKEE N,SI,,,,,NULO,,,58,Robo a persona,-102.25875659,21.89437348
15382,,,ENERO,2017-01-19,JUEVES,17,20,JESUS MARIA,URBANA,FRACCIONAMIENTO,RUISEÑORES,338-P,AVENIDA,ALEJANDRO DE LA CRUZ,NULO,0,NULO,0,NULO,RUISEðOR,COLIBRI,ALONDRA,FUEGO,NULO,NULO,DINERO,500,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,DOCUMENTOS,NO,BICICLETA,SI,,,,,NULO,,,59,Robo a persona,-102.33020560,21.96573572
15459,,,ENERO,2017-01-19,JUEVES,19,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DEL REY PESCADOR,NULO,4624,NULO,0,NULO,PASEO DEL JILGUERO,DEL AURA,DE LA PALOMA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,60,Robo a persona,-102.30038842,21.84646762
15573,,,ENERO,2017-01-19,JUEVES,21,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PIRULES,1053,CALLE,ORQUIDEAS,NULO,0,NULO,0,NULO,AGUASCALEINTES PONIENTE,DALIAS,DE LOS CLAVELES,CORTANTE,PENETRANTE,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,MOCHILA DOCUMENTO,SI,NULO,SI,,,,,NULO,,,61,Robo a persona,-102.31854659,21.86873177
15806,,,ENERO,2017-01-20,VIERNES,3,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,HERRERA,NULO,211,NULO,0,NULO,CORREGIDORA,HERMANOS GALEANA,JOSE A TORRES,PENETRANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,62,Robo a persona,-102.26232226,21.85104305
15918,,,ENERO,2017-01-20,VIERNES,9,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,CALLE,CHIAPAS,NULO,0,NULO,0,NULO,CASA BLANCA,AGUASCALIENTES SUR,CHOAHUILA,CORTANTE,NULO,NULO,DINERO,2800,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,63,Robo a persona,-102.27906206,21.86042954
16128,,,ENERO,2017-01-20,VIERNES,15,24,PABELLON DE ARTEAGA,URBANA,BARRIO,PALO ALTO,92,CALLE,EDMUNDO GAMEZ OROZCO SUR,NULO,0,NULO,0,NULO,DEL PARQUE,EMILIANO ZAPATA,DEL PARQUE,NULO,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,64,Robo a persona,-102.27157514,22.14150299
16200,,,ENERO,2017-01-20,VIERNES,17,28,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,LOMA DEL CARPINTERO,NULO,330,NULO,0,NULO,LOMA DEL JABALI,LOMA DEL CARPINTERO,CULTURA CHALCA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,65,Robo a persona,-102.24524600,21.91152205
16484,,,ENERO,2017-01-21,SABADO,0,18,AGUASCALIENTES,URBANA,SIN TIPO,LOS NEGRITOS,931,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NULO,0,NULO,0,NULO,VERGELITOS,NINGUNO,NINGUNO,NULO,NULO,NULO,DINERO,50,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,66,Robo a persona,-102.33314688,21.87346938
3101,,,ENERO,2017-01-04,MIERCOLES,16,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,LA TACUACHA,NULO,0,NULO,0,NULO,LA BOQUILLA,EL CHIQUIHUITE,CAðADA GRANDE,PENETRANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,67,Robo a persona,-102.24486209,21.88241836
3397,,,ENERO,2017-01-04,MIERCOLES,23,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,531,AVENIDA,PASEO OJOCALIENTE,NULO,0,NULO,0,NULO,PASEO DE LAS TORRES ORIENTE,PASEO DE LAS TORRES PONIENTE,PASEO DEL CEDAZO,CONTUNDENTE,NULO,NULO,DINERO,1000,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,68,Robo a persona,-102.25548630,21.87015386
3868,,,ENERO,2017-01-05,JUEVES,17,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,AVENIDA,PASEO DE LA CRUZ,NULO,0,NULO,0,NULO,PIRUL,CONVENCION DE 1914 ORIENTE,NINGUNO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,69,Robo a persona,-102.27126721,21.87358802
3932,,,ENERO,2017-01-05,JUEVES,19,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,UNIVERSIDAD,NULO,721,NULO,0,NULO,SAN MIGUEL EL ALTO,LAGOS DE MORENO,SAN JUAN DE LOS LAGOS,NULO,NULO,NULO,DINERO,700,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,TARJETAS,NO,NULO,NO,,,,,NULO,,,70,Robo a persona,-102.31094520,21.90988207
5519,,,ENERO,2017-01-07,SABADO,18,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO DE ACAPULCO,NULO,0,NULO,0,NULO,DEL PUERTO,CELESTINO LOPEZ SANCHEZ,PUERTO DE SAN BLAS,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,MONEDER,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,71,Robo a persona,-102.24751193,21.93591390
7389,,,ENERO,2017-01-09,LUNES,18,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,ESFUERZO NACIONAL,NULO,0,NULO,0,NULO,SIGLO XXI,AGUA CLARA,AGUA CLARA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,,,,,NULO,,,72,Robo a persona,-102.25321160,21.89385958
7971,,,ENERO,2017-01-10,MARTES,14,58,AGUASCALIENTES,URBANA,COLONIA,J GUADALUPE POSADA,490,CALLE,CALAVERA REVOLUCIONARIA,NULO,125,NULO,0,NULO,GRABADOS,JOSE GUADALUPE POSADA,CALAVERA ZAPATISTA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,HERRAMIENTA,NO,MOTOCICLETAS NEGRA,SI,,,,,NULO,,,73,Robo a persona,-102.23056674,21.88318074
8770,,,ENERO,2017-01-11,MIERCOLES,17,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CTM,760,CALLE,MARTIRES DE CHICAGO,NULO,204,NULO,0,NULO,CAN MAYOR,OBRERO MUNDIAL,PRIMERO DE MAYO,NULO,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,TSURU NEGRO,NO,,,,,NULO,,,74,Robo a persona,-102.28199086,21.90120465
10206,,,ENERO,2017-01-13,VIERNES,16,19,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,CALLE,MAYOR PABLO GARCIA,NULO,0,NULO,0,NULO,ESTANISLAO MEDINA,FAISAN,EL FOLLAJE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,,,,,NULO,,,75,Robo a persona,-102.29689266,21.84162810
12929,,,ENERO,2017-01-16,LUNES,12,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,CELIA MARIA MARTINEZ,NULO,0,NULO,0,NULO,ADALBERTO SANTACRUZ,RUPERTO SILVA,JOSE DE JESUS GONZALEZ GARCIA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,AUDIFONOS,NO,NULO,SI,,,,,NULO,,,76,Robo a persona,-102.25292997,21.93095071
16547,,,ENERO,2017-01-21,SABADO,1,50,AGUASCALIENTES,URBANA,BARRIO,SAN MARCOS,735,PEATONAL,ARTURO J PANI,NULO,0,NULO,0,NULO,NIETO,MANUEL M PONCE,MONROY,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,,,,,NULO,,,77,Robo a persona,-102.30420434,21.87868392
17683,,,ENERO,2017-01-22,DOMINGO,4,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,AVENIDA,MARIANO HIDALGO,NULO,0,NULO,0,NULO,JOSE MARIA LICEAGA,SIXTO VERDUZCO,22 DE DICIEMBRE,CORTANTE,NULO,NULO,DINERO,2200,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,CIGARROS,NO,NULO,SI,,,,,NULO,,,78,Robo a persona,-102.25670473,21.85390294
17720,,,ENERO,2017-01-22,DOMINGO,5,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ABRAHAM GONZALEZ,NULO,1903,NULO,0,NULO,GENERAL JESUS CARRANZA,GENERAL JOSE ISABEL ROBLES,GENERAL LUIS MOYA,PENETRANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,79,Robo a persona,-102.30425515,21.84858127
17789,,,ENERO,2017-01-22,DOMINGO,9,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJO DE AGUA,1080,CALLE,TAMAULIPAS,NULO,0,NULO,0,NULO,PLAZA FERNANDO AMILPA,PLAZA LUIS QUINTERO,SINALOA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,80,Robo a persona,-102.28094238,21.86354272
17824,,,ENERO,2017-01-22,DOMINGO,11,16,JESUS MARIA,URBANA,COLONIA,UNIDAD DEPORTIVA CIELO CLARO,222,AVENIDA,MIGUEL HIDALGO,NULO,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,FUEGO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,SI,,,,,NULO,,,81,Robo a persona,-102.34173472,21.95847549
18340,,,ENERO,2017-01-22,DOMINGO,21,26,AGUASCALIENTES,URBANA,CONDOMINIO,EXPO-PLAZA,1054,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,0,NULO,0,NULO,RINCON,ARTURO J PANI,RAYON,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,82,Robo a persona,-102.30483627,21.87630250
18404,,,ENERO,2017-01-22,DOMINGO,22,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,OJOCALIENTE,NULO,0,NULO,0,NULO,JALTOMATE,EL SALTO DE LOS SALADOS,JALTOMATE,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,CADENA,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,83,Robo a persona,-102.25545647,21.88269085
18452,,,ENERO,2017-01-22,DOMINGO,23,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUJERES ILUSTRES,602,AVENIDA,DEL REY,NULO,0,NULO,0,NULO,JUANA DE ARCO,DE LA ALIANZA,CARMEN MACIAS PEðA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,GORRA,SI,NULO,SI,,,,,NULO,,,84,Robo a persona,-102.25176989,21.84821552
18873,,,ENERO,2017-01-23,LUNES,14,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DEL REY PESCADOR,4CJ,7,NULO,0,NULO,DE LA TORTOLA,DEL REY PESCADOR,DE LA TORTOLA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,PSP,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,85,Robo a persona,-102.30058152,21.84656751
19170,,,ENERO,2017-01-23,LUNES,20,30,AGUASCALIENTES,URBANA,COLONIA,FRANCISCO GUEL JIMENEZ,526,CALLE,FLORENCIA,NULO,0,NULO,0,NULO,ALFREDO LEWIS,FRANCISCO GUEL JIMENEZ,CONVENCION DE 1914 ORIENTE,CORTANTE,NULO,NULO,DINERO,300,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,DOCUMENTOS,NO,NULO,SI,,,,,NULO,,,86,Robo a persona,-102.28487924,21.90144511
19181,,,ENERO,2017-01-23,LUNES,20,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1106,AVENIDA,CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,REPUBLICA DE BELICE,SANTANDER,REPUBLICA DE PERU,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,87,Robo a persona,-102.30694036,21.86751527
19936,,,ENERO,2017-01-24,MARTES,21,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES,769,CIRCUITO,DEL LAUREL PONIENTE,NULO,0,NULO,0,NULO,RODOLFO LANDEROS GALLEGOS,DEL LAUREL NORTE,AGAPANTO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,88,Robo a persona,-102.24124768,21.90497087
19941,,,ENERO,2017-01-24,MARTES,21,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,CALLE,MISION DE SAN ROMAN ADAME ROSALES,NULO,156,NULO,0,NULO,MARIANO ESCOBEDO,30 DE SEPTIEMBRE,MISION DE SAN JUSTINO ORONA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,89,Robo a persona,-102.27136326,21.85082174
20140,,,ENERO,2017-01-25,MIERCOLES,6,8,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,CALLE,NIAGARA,NULO,0,NULO,0,NULO,MARIANO MATAMOROS,IGNACIO ALLENDE,AGUSTIN DE ITURBIDE,FUEGO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,SI,,,,,NULO,,,90,Robo a persona,-102.34620500,21.96259205
20478,,,ENERO,2017-01-25,MIERCOLES,16,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,PEðUELAS,NULO,0,NULO,0,NULO,PLAZUELA H,OJOCALIENTE,PALO ALTO,NULO,NULO,NULO,DINERO,150,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,91,Robo a persona,-102.25629340,21.88569794
20692,,,ENERO,2017-01-25,MIERCOLES,21,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PARRAS,789,AVENIDA,MOSCATEL,NULO,0,NULO,0,NULO,TAMARINDO,MOSCATEL,PARRAS,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,MOCHILA,NO,NULO,SI,,,,,NULO,,,92,Robo a persona,-102.27813596,21.91065914
20773,,,ENERO,2017-01-25,MIERCOLES,22,50,JESUS MARIA,URBANA,FRACCIONAMIENTO,MANANTIALES DEL PIðAR,172,CALLE,DEL ARBOL,NULO,0,NULO,0,NULO,CERRADA PINAR DEL VALLE,LOS SAUCES,MANANTIALES DEL PINAR,NULO,NULO,NULO,DINERO,400,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,93,Robo a persona,-102.34805502,21.95619001
21218,,,ENERO,2017-01-26,JUEVES,15,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SAN JORGE,405,CALLE,MANUEL TOLSA,NULO,0,NULO,0,NULO,JUAN GOMEZ DE TRASMONTE,CLAUDIO DE ARCINIEGA,ARQUITECTO ADAMO BOARI,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTOCICLETA,NO,,,,,NULO,,,94,Robo a persona,-102.24210116,21.84923208
21272,,,ENERO,2017-01-26,JUEVES,16,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA FUNDICION,681,AVENIDA,AGUASCALIENTES PONIENTE,NULO,0,NULO,0,NULO,CANAL INTERCEPTOR,FUNDICION,FUNDICION,FUEGO,NULO,NULO,DINERO,500,NULO,NULO,NULO,NULO,NULO,NULO,ANILLOS,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,95,Robo a persona,-102.31637254,21.90180646
21301,,,ENERO,2017-01-26,JUEVES,17,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,PEDRO RIVAS CUELLAR,NULO,314,NULO,0,NULO,GUADALUPANO,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,LICENCIADO FRANCISCO RAMIREZ MARTINEZ,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NUO,BICICLETA,NULO,NO,NULO,SI,,,,,NULO,,,96,Robo a persona,-102.24839848,21.91611246
21435,,,ENERO,2017-01-26,JUEVES,20,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS III,564,CALLE,PALMA DE LA JALEA,NULO,117,NULO,0,NULO,SANTA CRUZ DE LA PALMA,MARINAO HIDALGO,PALMA DE LA NAVIDAD,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,NO,MOTOCICLETA,NO,,,,,NULO,,,97,Robo a persona,-102.23590323,21.85077601
21557,,,ENERO,2017-01-26,JUEVES,22,36,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,AVENIDA,HEROE DE NACOZARI NORTE,NULO,0,NULO,0,NULO,ALFREDO LEWIS,CONVENCION DE 1914 NORTE,JESUS CONSUELO,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,98,Robo a persona,-102.28814361,21.90113526
21559,,,ENERO,2017-01-26,JUEVES,22,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 2A SECCION,1103,CALLE,BELISARIO DOMINGUEZ,NULO,101,B,0,NULO,ENRIQUE C REBSAMEN,AGUASCALIENTES SUR,J ISABEL ROBLES,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,99,Robo a persona,-102.30643406,21.85780824
21811,,,ENERO,2017-01-27,VIERNES,9,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RINCONADA DE SAN JOSE,951,CALLE,TALPA,NULO,140,NULO,0,NULO,PASEO DE YAHUALICA,PASEO DE YAHUALICA,PASEO DE YAHUALICA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,NO,BICICLETA,NO,,,,,NULO,,,100,Robo a persona,-102.33479318,21.86220470
22954,,,ENERO,2017-01-28,SABADO,14,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTA DEL SOL II,568,AVENIDA,BATALLON DE SAN BLAS,NULO,803,NULO,0,NULO,NADIR,ECLIPSE,SOL,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,101,Robo a persona,-102.27480843,21.86396025
22967,,,ENERO,2017-01-28,SABADO,15,3,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,SANTA BARBARA,2,PRIVADA,SAN JOSE ORIENTE,NULO,116,NULO,0,NULO,SANTA BARBARA,NINGUNO,SANTA ANA ORIENTE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,,,,,NULO,,,102,Robo a persona,-102.26257873,22.06270359
24023,,,ENERO,2017-01-29,DOMINGO,18,1,AGUASCALIENTES,URBANA,BARRIO,LA PURISIMA,915,CALLE,FRANCISCO G. HORNEDO,NULO,0,NULO,0,NULO,DIANA,COSIO SUR,MARTE,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,103,Robo a persona,-102.28528130,21.88194891
22213,,,ENERO,2017-01-27,VIERNES,19,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SANTA ROSA,1091,CALLE,MAYOR PABLO GARCIA,NULO,608,NULO,0,NULO,CREPUSCULO,SANTA ROSA,ARNULFO VALDEZ,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,SI,NULO,SI,,,,,NULO,,,104,Robo a persona,-102.30047171,21.84185656
23429,,,ENERO,2017-01-29,DOMINGO,1,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ELENA,1105,CALLE,BUENOS AIRES,NULO,103,NULO,0,NULO,LAS AMERICAS,REPUBLICA DE NICARAGUA,MANAGUA,CORTANTE,NULO,NULO,DINERO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,LLAVES TARJETAS,NO,NISSAN TSURU,SI,,,,,NULO,,,105,Robo a persona,-102.30320430,21.86795291
24485,,,ENERO,2017-01-30,LUNES,4,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,LA MANZANA,NULO,0,NULO,0,NULO,LA LAGUNITA,SAN PEDRO,CAðADA GRANDE,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,106,Robo a persona,-102.24660664,21.88301778
24521,,,ENERO,2017-01-30,LUNES,7,17,JESUS MARIA,URBANA,COLONIA,UNIDAD DEPORTIVA CIELO CLARO,222,AVENIDA,MIGUEL HIDALGO,NULO,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,FUEGO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,107,Robo a persona,-102.34248183,21.95897493
25272,0,0,ENERO,2017-01-31,MARTES,1,50,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO SIN DELIMITACION OFICIAL NO. 69 (ESC SEC FED NO 4),419,CALLE,CAMINO AL COBANO,NULO,0,NULO,0,NULO,NINGUNO,MANUEL GOMEZ MORIN,CONVENCION DE 1914 ORIENTE,CONTUNDENTE,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,SI,NULO,SI,0,,0,,NULO,,,108,Robo a persona,-102.28550832,21.90446020
