FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,INCIDENTE,LONG,LAT
190454247,30403,4,2019-04-20,6,21,19,1,COLONIA,GREMIAL,917,CALLE,GENERAL BARRAGAN,NA,",,,",PRIVADA,MIGUEL BARRAGAN,CALLE,NORBERTO GOMEZ HORNEDO,PRIVADA,MIGUEL BARRAGAN,6,false,false,9,ND,ND,0,0,N,N,23,"6,26,38,27",8000,35000,false,4,1,CAMIONETA,TOYOTA,ND,1,1,597,Robo de autopartes y cristalazo,-102.29082628,21.89488392
190455392,30403,4,2019-04-21,7,3,42,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,ALBINO GARCIA,NA,"511,,,",CALLE,HERMANOS GALEANA,CALLE,CORREGIDORA,CALLE,SOLDADO INSURGENTE,3,false,false,9,H,ND,0,0,N,N,26,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,2,598,Robo de autopartes y cristalazo,-102.26402739,21.85669857
190456173,30403,4,2019-04-21,7,10,24,1,FRACCIONAMIENTO,VERSALLES II,1071,CALLE,INGENIERO LUIS ORTEGA DOUGLAS,NA,"143,,,",CALLE,GENERAL FRANCISCO CARRERA TORRES,CALLE,BELISARIO DOMINGUEZ,CALLE,LICENCIADO JESUS REYES  HEROLES,2,false,false,9,ND,ND,0,0,N,N,6,41,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,VENTO,1,1,599,Robo de autopartes y cristalazo,-102.30870926,21.85743044
190454976,30403,4,2019-04-21,7,0,58,1,FRACCIONAMIENTO,CASA BLANCA,553,CALLE,VIVERO DE LA FLORESTA,NA,"504,,,",CALLE,VIVERO DE LA LOMA,CALLE,VIVERO HONDO,CALLE,CASA BLANCA,3,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,CHEVROLET,CHEVY,1,1,600,Robo de autopartes y cristalazo,-102.27754630,21.85757906
190451215,30411,4,2019-04-20,6,1,38,1,FRACCIONAMIENTO,LAS BRISAS,677,CALLE,MAR DE GALILEA,NA,",,,",CALLE,JOSE MARIA ELIZALDE,CALLE,MIGUEL RUELAS,CALLE,BENITO DIAZ,6,false,false,9,ND,ND,0,0,N,N,18,24,0,0,false,1,1,AUTOMOVIL,ND,ND,1,1,601,Robo de autopartes y cristalazo,-102.31517907,21.89483552
190440654,30411,4,2019-04-17,3,11,39,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,JUAN SARABIA,NA,"105,,,",AVENIDA,DOCTOR MARIANO AZUELA,CALLE,DOROTEO ARANGO,CALLE,GENERAL ROQUE GONZALEZ GARZA,2,false,false,9,H,ND,0,0,N,N,20,38,0,0,false,1,1,CAMIONETA,ND,ND,1,2,602,Robo de autopartes y cristalazo,-102.30164109,21.85243487
190441596,30411,4,2019-04-17,3,15,25,1,FRACCIONAMIENTO,LA HUERTA,1113,CALLE,HACIENDA,NA,"104,,,",CALLE,SANTA ROSA,CALLE,HACIENDA,CALLE,PEÑUELAS,3,true,false,9,H,ND,1,0,N,N,21,22,0,0,false,1,2,AUTOMOVIL,ND,ND,1,4,603,Robo de autopartes y cristalazo,-102.27975527,21.87608399
190455861,30403,4,2019-04-21,7,8,6,1,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,CALLE,SANTANDER,NA,"242,,,",CALLE,CANADA,CALLE,SANTANDER,CALLE,MADRID,2,false,false,9,ND,ND,0,0,N,N,16,22,0,0,false,4,2,CAMIONETA,ND,ND,1,1,604,Robo de autopartes y cristalazo,-102.30701530,21.86257602
190442167,30411,4,2019-04-17,3,17,46,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ENCINO),506,CALLE,MATIAS A DE LA MOTA,NA,",,,",AVENIDA,SIGLO XXI,CALLE,FELIPE SERRANO,CALLE,FRUTALES,5,false,false,9,ND,ND,0,0,N,N,22,38,0,749,false,1,1,AUTOMOVIL,CHEVROLET,CHEVY,1,1,605,Robo de autopartes y cristalazo,-102.26625099,21.92671406
190459442,30403,4,2019-04-22,1,6,40,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,SALVADOR NOVO,NA,"311,,,",AVENIDA,PENSADORES MEXICANOS PONIENTE,CALLE,RENATO LEDUC,CALLE,OCTAVIO PAZ,5,false,false,9,ND,ND,0,0,N,N,27,"11,23,27",0,0,false,4,3,AUTOMOVIL,DODGE,ATTITUDE,1,1,606,Robo de autopartes y cristalazo,-102.26330321,21.91557688
190459607,30411,4,2019-04-22,1,8,48,1,FRACCIONAMIENTO,VILLAS DEL PUERTECITO,700,CALLE,PUERTO DOS BOCAS,NA,"211,,,",CALLE,PUERTO ISLA DEL CARMEN,CALLE,PUERTO DE ENSENADA,CALLE,PUERTO LAZARO CARDENAS,5,false,false,9,ND,ND,0,0,N,N,19,24,0,0,false,1,2,CAMIONETA,ND,ND,1,1,607,Robo de autopartes y cristalazo,-102.24914609,21.93767542
190460270,30411,4,2019-04-22,1,12,37,1,FRACCIONAMIENTO,PROGRESO,450,CALLE,PASCUAL CORNEJO,NA,",,,",CALLE,JOSE CALVILLO,CALLE,MATIAS SAUCEDO,CALLE,AGUSTIN MEJIA,5,false,false,9,ND,ND,0,0,N,N,5,"11,22,23",0,0,true,1,2,CAMION,ND,ND,1,10,608,Robo de autopartes y cristalazo,-102.26765678,21.90479227
190459534,30411,4,2019-04-22,1,8,6,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JUVENTINO DE LA TORRE TORRES,NA,"215,,,",CALLE,OFELIA SORIANO ESQUIVEL,CALLE,ISABEL JIMENEZ DIAZ,CALLE,ALBERTO VEGA LEYVA,4,false,false,9,ND,ND,0,0,N,N,27,23,0,0,false,1,2,AUTOMOVIL,FORD,ND,1,1,609,Robo de autopartes y cristalazo,-102.23362181,21.86711055
190459301,30403,4,2019-04-22,1,4,27,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,SALVADOR NOVO,NA,"311,,,",CALLE,RENATO LEDUC,AVENIDA,EPNSADORES MEXICANOS PONIENTE,CALLE,OCTAVIO PAZ,5,false,false,9,ND,ND,0,0,N,N,27,"11,38,24",0,0,true,4,3,AUTOMOVIL,DODGE,ATTITUDE,1,1,610,Robo de autopartes y cristalazo,-102.26331261,21.91557833
190462277,30403,4,2019-04-22,1,21,35,1,FRACCIONAMIENTO,BULEVAR,733,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",CALLE,JOSE ARMANDO,CALLE,HERNAN GONZALEZ,CALLE,LUIS ADOLFO,3,false,false,9,ND,ND,0,0,N,N,23,"26,38",0,6000,false,4,3,AUTOMOVIL,NISSAN,MARCH,1,1,611,Robo de autopartes y cristalazo,-102.29460550,21.86875126
190442104,30411,4,2019-04-17,3,17,28,1,COLONIA,ALTAVISTA,922,CALLE,PROFESOR EDMUNDO GAMEZ OROZCO,NA,"1902,,,",CALLE,FELIPE RUIZ DE CHAVEZ,CALLE,MANUEL CARPIO,CALLE,CARLOS SAGREDO,6,false,false,9,ND,ND,0,0,N,N,22,3,0,0,false,1,2,CAMIONETA,ND,ND,1,1,612,Robo de autopartes y cristalazo,-102.30686451,21.89503910
190460591,30411,4,2019-04-22,1,14,8,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,GENERAL LAZARO CARDENAS,NA,"106,,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,CALLE,GENERAL FRANCISCO J MUGICA,CALLE,EMILIO PORTES GIL,5,false,false,9,ND,ND,0,0,N,N,1,22,0,0,false,1,2,AUTOMOVIL,ND,ND,1,2,613,Robo de autopartes y cristalazo,-102.25018535,21.90343735
190466156,30411,4,2019-04-23,2,23,41,1,FRACCIONAMIENTO,DEL VALLE 1A SECCION,734,CALLE,VERACRUZ,NA,",,,",CALLE,VERSALLES,CALLE,NAPOLES,CALLE,GUANAJUATO,6,true,false,9,ND,ND,0,0,N,N,24,24,0,2500,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,614,Robo de autopartes y cristalazo,-102.31385948,21.87512509
190465802,30403,4,2019-04-23,2,21,42,1,SIN TIPO,DESARROLLO 115 (INEGI),998,AVENIDA,HEROE DE NACOZARI SUR,NA,",,,",CALLE,INEGI,AVENIDA,AGUASCALIENTES SUR,CALLE,HOSTAL DE LAS CAMELIAS,3,false,false,9,ND,ND,0,0,N,N,24,"26,12",0,20000,false,4,1,CAMIONETA,FORD,EXPEDITION,1,1,615,Robo de autopartes y cristalazo,-102.28308718,21.85981892
190460388,30411,4,2019-04-22,1,13,10,5,COMUNIDAD,TEPETATES,191P,CALLE,INDEPENDENCIA,NA,",,,",NA,NA,NA,NA,NA,NA,7,false,false,9,H,EDGAR ALEJANDRO HERNANDEZ MARTINEZ,1,0,N,N,21,"38,11",0,0,false,1,3,CAMIONETA,ND,ND,1,4,616,Robo de autopartes y cristalazo,-102.32241297,21.95668282
190467882,30411,4,2019-04-24,3,13,20,11,COMUNIDAD,PUERTECITO DE LA VIRGEN,306P,AVENIDA,16 DE SEPTIEMBRE,NA,",,,",CALLE,LUIS ECHEVERRIA SUR,CALLE,22 DE FEBRERO,CALLE,FRANCISCO VILLA ORIENTE,7,false,false,9,H,ND,0,0,N,N,21,28,5000,5000,false,3,1,AUTOMOVIL,DODGE,ATTITUDE,1,1,617,Robo de autopartes y cristalazo,-102.26655375,21.95916358
190470235,30411,4,2019-04-25,4,5,40,1,FRACCIONAMIENTO,VILLAS DEL OESTE,1011,CALLE,PEDRO INFANTE,NA,"135,,,",CALLE,CARLOS LOPEZ MOCTEZUMA,PROLONGACION,PASEO DE LA ASUNCION,CALLE,JORGE NEGRETE,2,false,false,9,ND,ND,0,0,N,N,22,26,0,0,true,1,1,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,618,Robo de autopartes y cristalazo,-102.30285492,21.84404985
190466669,30403,4,2019-04-24,7,4,51,1,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,PRENSISTAS,NA,"125,,,",CALLE,RADIODIFUSORES,CALLE,CARMEN SERDAN,CALLE,ROTATIVAS,3,false,false,9,ND,ND,0,0,N,N,1,3,0,1200,false,4,2,CAMIONETA,FORD,EXPEDITION,1,1,619,Robo de autopartes y cristalazo,-102.24738355,21.85015543
190469906,30411,4,2019-04-25,4,1,21,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,AVENIDA,SIGLO XXI,NA,",,,",BOULEVARD,GUADALUPANO,CALLE,MANUEL GARCIA MARTINEZ,CALLE,CUMBRES,5,false,false,9,ND,ND,0,0,N,N,26,3,0,0,false,3,1,AUTOMOVIL,ND,ND,1,1,620,Robo de autopartes y cristalazo,-102.25667928,21.90686353
190475045,30411,4,2019-04-26,5,14,46,1,SIN TIPO,DESARROLLO 83 (PLAZA ATIKA),457,AVENIDA,AGUASCALIENTES ORIENTE,NA,",,,",CALLE,NINGUNO,CALLE,MIGUEL ANGEL BARBEREBA VEGA,CALLE,NACIONALISMO,4,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,CAMION,ND,ND,1,2,621,Robo de autopartes y cristalazo,-102.26935402,21.89540074
190476536,30411,4,2019-04-26,5,22,48,1,CONDOMINIO,CENTRO COMERCIAL GALERIAS I,844,BOULEVARD,A ZACATECAS,NA,",,,",CALLE,MONTES HIMALAYA,BOULEVARD,LUIS DONALDO COLOSIO,AVENIDA,INDEPENDENCIA,6,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,622,Robo de autopartes y cristalazo,-102.29195260,21.92373900
190476821,30411,4,2019-04-27,6,0,21,5,COLONIA,CENTRO,126,CALLE,MORELOS,NA,"412,,,",CALLE,NORTE,CALLE,IGNACIO ZARAGOZA,CALLE,NORTE,7,false,false,9,ND,ND,0,0,N,N,25,26,0,0,false,3,1,CAMIONETA,ND,ND,1,2,623,Robo de autopartes y cristalazo,-102.28938716,21.99776127
190477588,30411,4,2019-04-27,6,8,49,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL CESAREO CASTRO,NA,"333,,,",CALLE,GENERAL LUIS MOYA,CALLE,ABRAHAM GONZALEZ,CALLE,DOCTOR FRANCISCO VAZQUEZ GOMEZ,2,false,false,9,"H,H",ND,0,0,N,N,19,25,0,2000,false,1,2,CAMIONETA,DODGE,ND,1,2,624,Robo de autopartes y cristalazo,-102.31513593,21.85015422
190482004,30411,4,2019-04-28,4,16,12,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE GUERRA PALOS,NA,"117,,,",CALLE,DESIDERIO MACIAS SILVA,CALLE,JOSE MANUEL RUIZ DE TEJADA Y OTAL,AVENIDA,SALUD,4,false,false,9,ND,ND,0,0,N,N,22,"22,26,12",0,5000,false,1,3,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,625,Robo de autopartes y cristalazo,-102.24091310,21.86953729
190482896,30411,4,2019-04-28,1,21,32,1,FRACCIONAMIENTO,GOMEZ (DELEGACION CENTRO),907,CALLE,ASUNCION,NA,",,,",AVENIDA,GUADALUPE,CALLE,RUBI,CALLE,SAN MARCOS,6,false,false,9,ND,ND,0,0,N,N,24,38,0,800,false,1,1,CAMIONETA,CHEVROLET,PICK UP,1,1,626,Robo de autopartes y cristalazo,-102.30965320,21.88504626
190484319,30403,4,2019-04-29,1,9,5,5,FRACCIONAMIENTO,LOMAS DE JESUS MARIA,164,CALLE,BONAMPAK,NA,",,,",CALLE,MISANTLA,CALLE,MONTEALBAN,CALLE,XOCHICALCO,7,false,false,9,ND,ND,0,0,N,N,16,"22,11,38",0,3500,false,4,2,TRAILER,ND,ND,1,1,627,Robo de autopartes y cristalazo,-102.34292902,21.94846046
190485244,30411,4,2019-04-29,1,14,21,5,FRACCIONAMIENTO,AGUA CLARA,189,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,",,,",CALLE,AGUAS TERMALES,CALLE,AGUA LLUVIA,CALLE,AGUA POTABLE,7,false,false,9,ND,ND,0,0,N,N,5,38,0,0,false,2,2,CAMIONETA,CHEVROLET,SILVERADO,1,1,628,Robo de autopartes y cristalazo,-102.33758699,21.95782198
190485848,30411,4,2019-04-29,1,17,20,1,SIN TIPO,RODOLFO LANDEROS GALLEGOS,1002,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",AVENIDA,AGUASCALIENTES SUR,AVENIDA,SIGLO XXI SUR,AVENIDA,HEROE DE NACOZARI SUR,3,false,false,9,ND,ND,0,0,N,N,27,22,0,0,false,1,2,AUTOMOVIL,FORD,FOCUS,1,1,629,Robo de autopartes y cristalazo,-102.29057044,21.84534721
190487791,30411,4,2019-04-30,2,8,26,5,COLONIA,SAN MIGUELITO,227,CALLE,SIGLO XXI,NA,",,,",PRIVADA,SIGLO XXI,BOULEVARD,ALEJANDRO DE LA CRUZ SAUCEDO,PRIVADA,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,13,11,0,15000,false,1,2,CAMIONETA,NISSAN,ND,1,1,630,Robo de autopartes y cristalazo,-102.33586649,21.96273241
190491647,30411,5,2019-05-01,3,5,57,5,COLONIA,CHICAHUALES I,155,CALLE,DAVID GUARDADO,NA,"321,,,",CALLE,SANTIAGO APOSTOL,CALLE,FELICIANO MARTINEZ CRUZ,CALLE,IGNACIO ZAMARRIPA,7,false,false,9,ND,ND,0,0,N,N,26,"22,11",0,2000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,631,Robo de autopartes y cristalazo,-102.35006764,21.94737108
190491670,30411,5,2019-05-01,3,6,23,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,PICACHO ORIENTE,NA,"321,,,",RETORNO,SIERRA ATRAVEZADA,BOULEVARD,GUADALUPANO,RETORNO,SANTA ELENA,5,false,false,9,ND,ND,0,0,N,N,16,24,0,0,false,1,2,CAMIONETA,JEEP,GRAND CHEROKEE,1,1,632,Robo de autopartes y cristalazo,-102.25211022,21.91066205
190489769,30411,4,2019-04-30,2,18,1,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,21 DE MAYO,NA,"127,,,",CALLE,PAULA DE J JIMENEZ YAÑEZ,CALLE,PAZ ROMO DE VIVAR,CALLE,19 DE OCTUBRE,5,false,false,9,ND,ND,0,0,N,N,27,38,0,0,false,2,1,CAMIONETA,ND,ND,2,2,633,Robo de autopartes y cristalazo,-102.25019651,21.90539801
190480922,30403,4,2019-04-28,7,9,43,1,FRACCIONAMIENTO,EMILIANO ZAPATA,585,AVENIDA,SIGLO XXI SUR,NA,"242,,,",CALLE,PROFESOR OTILIO E MONTAÑO,CALLE,ANTONIO DIAZ SOTO Y GAMA,CALLE,MARIANO JIMENEZ,3,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,NISSAN,TSURU,1,1,634,Robo de autopartes y cristalazo,-102.25486593,21.85546639
190483863,30411,4,2019-04-29,1,4,5,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,COMERCIANTES,NA,"307,,,",CALLE,PESCADORES,CALLE,PRESIDENTES,CALLE,PROFESORES,4,true,false,9,H,ND,1,0,N,N,26,37,0,0,false,5,2,CAMIONETA,ND,ND,1,4,635,Robo de autopartes y cristalazo,-102.26404670,21.89370480
190491221,30403,5,2019-05-01,3,0,52,1,BARRIO,DE GUADALUPE,910,CALLE,BENJAMIN DE LA MORA,NA,"518,,,",CALLE,ALAMAN,CALLE,REFORMA,CALLE,REFORMA,1,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,17,636,Robo de autopartes y cristalazo,-102.30582300,21.88842515
190473732,30403,4,2019-04-26,5,4,47,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR II,617,CALLE,LOMA DE LA PLATA,NA,"246,,,",CALLE,JUANA DE ARCO,CALLE,DE LA ALIANZA,CALLE,LOMA AMARILLA,3,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,1,637,Robo de autopartes y cristalazo,-102.25872205,21.84759766
190473756,30403,4,2019-04-26,5,5,9,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,HERMANOS BRAVO,NA,"738,,,",CALLE,MAYO DE 1912,CALLE,22 DE DICIEMBRE,CALLE,PRIMERA CONSTITUCION,3,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,638,Robo de autopartes y cristalazo,-102.25971139,21.85687194
190473883,30403,4,2019-04-26,5,7,16,1,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,CALLE,MADRID,NA,"220,,,",CALLE,CANADA,CALLE,SANTANDER,CALLE,CORDOBA,2,false,false,9,ND,ND,0,0,N,N,16,22,0,1000,false,4,2,AUTOMOVIL,DODGE,VERSA,1,6,639,Robo de autopartes y cristalazo,-102.30792841,21.86250877
190476524,30403,4,2019-04-26,5,22,41,1,FRACCIONAMIENTO,GAMEZ,690,PROLONGACION,SAN MIGUEL,NA,",,,",CALLE,PODER LEGISLATIVO,AVENIDA,HEROE DE NACOZARI SUR,CALLE,5 DE FEBRERO,1,false,false,9,ND,ND,0,0,N,N,27,26,0,8000,false,4,1,AUTOMOVIL,VOLKSWAGEN,VENTO,1,1,640,Robo de autopartes y cristalazo,-102.28155692,21.87710087
190477171,30411,4,2019-04-27,6,3,8,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,RAFAEL CARRILLO AMBIA,NA,"303,,,",AVENIDA,GERONIMO DE LA CUEVA,CALLE,FRANCISCO ARMENGOL,CALLE,SALVADOR PATILLO DOMINGUEZ,5,false,false,9,ND,ND,0,0,N,N,27,26,0,0,false,1,1,AUTOMOVIL,ND,ND,1,1,641,Robo de autopartes y cristalazo,-102.25871038,21.93708980
190480284,30403,4,2019-04-28,1,3,35,1,FRACCIONAMIENTO,VILLAS DE LA CONVENCION,515,CALLE,GENERAL SAMUEL M DE LOS SANTOS,NA,"74,,,",CALLE,LOS NARANJOS,CALLE,VILLA DE LA CONVENCION,CALLE,GENERAL PANFILO NATERA,5,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,AUTOMOVIL,CHEVROLET,MALIBU,1,2,642,Robo de autopartes y cristalazo,-102.27943405,21.93157559
190480472,30403,4,2019-04-28,7,4,53,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,AVENIDA,DEL REY,NA,",,,",PROLONGACION,MARIANO HIDALGO,CALLE,JUANA DE ARCO,CALLE,CARMEN MACIAS PEÑA,3,false,false,9,ND,ND,0,0,N,N,27,"22,23",0,2000,false,4,2,AUTOMOVIL,NISSAN,TSURU,1,1,643,Robo de autopartes y cristalazo,-102.25140382,21.84969947
190482354,30403,4,2019-04-28,7,17,59,1,FRACCIONAMIENTO,VISTA DEL SOL I,771,CALLE,CREPUSCULO,NA,"232,,,",AVENIDA,ARQUEROS,CALLE,AMANECER,CALLE,AURORA BOREAL,3,false,false,9,ND,ND,0,0,N,N,1,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,6,644,Robo de autopartes y cristalazo,-102.26868983,21.86114362
190482497,30403,4,2019-04-28,7,18,51,1,FRACCIONAMIENTO,CAMPESTRE 3A SECCION,873,AVENIDA,LICENCIADO MIGUEL DE LA MADRID HURTADO,NA,"2275,,,",CALZADA,ISABEL LA CATOLICA,AVENIDA,LA HUERTA,CALLE,FRONTERA,6,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,HONDA,ND,1,2,645,Robo de autopartes y cristalazo,-102.32017516,21.92932321
190490406,30411,4,2019-04-30,2,20,31,1,COLONIA,OBRAJE,987,CALLE,IGNACIO T CHAVEZ,NA,",,,",AVENIDA,GALEANA SUR,BOULEVARD,JOSE MARIA CHAVEZ,CALLE,HEROES DE CHAPULTEPEC,1,false,false,9,H,ND,0,0,BICICLETA,N,27,26,0,0,false,1,1,CAMIONETA,CHEVROLET,ND,1,2,646,Robo de autopartes y cristalazo,-102.29514776,21.87560994
190494956,30411,5,2019-05-02,4,4,10,1,SIN TIPO,DESARROLLO 100 (DESIERTO DE LOS LEONES),1008,CALLE,VIGIA DEL RIO,NA,",,,",NA,NA,NA,NA,NA,NA,2,false,false,9,ND,ND,0,0,N,N,27,24,0,8000,false,1,2,CAMION,ND,ND,1,13,647,Robo de autopartes y cristalazo,-102.32946236,21.85663292
190496199,30411,5,2019-05-02,4,13,56,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL JOSE ISABEL ROBLES,NA,"426,,,",CALLE,ABRAHAM GONZALEZ,CALLE,GENERAL LUIS MOYA,CALLE,GENERAL FRANCISCO MURGUIA,2,false,false,9,H,ND,0,0,N,N,21,38,0,2700,false,2,1,MOTOCICLETA,ND,ND,1,2,648,Robo de autopartes y cristalazo,-102.30512180,21.84765160
190494855,30403,5,2019-05-02,4,2,56,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,NA,",,,",CALLE,CIENEGUILLAS,CALLE,LOS CONOS,CALLE,EL COECILLO,4,false,false,9,ND,ND,0,0,N,N,25,41,0,0,false,4,4,CAMIONETA,ND,ND,1,2,649,Robo de autopartes y cristalazo,-102.24775568,21.87770483
190494923,30411,5,2019-05-02,4,3,43,1,COLONIA,J REFUGIO ESPARZA REYES,446,CALLE,CARLOS A MADRAZO,NA,"127,,,",CALLE,SIERRA DE TLAXCO,PRIVADA,JESUS REYES HEROLES,PRIVADA,JESUS REYES HEROLES,5,false,false,9,H,ND,0,0,BICICLETA,N,26,"11,28",3000,3600,false,1,3,AUTOMOVIL,NISSAN,SENTRA,1,1,650,Robo de autopartes y cristalazo,-102.25690733,21.90905510
190469865,30403,4,2019-04-25,4,1,1,1,BARRIO,EL ENCINO,1096,CALLE,DEL SOL,NA,",,,",CALLE,DOCTOR JESUS DIAZ DE LEON,CALLE,CRISTOBAL COLON,CALLE,PROFESORA VICENTA TRUJILLO,1,false,false,9,ND,ND,0,0,N,N,15,38,0,0,false,4,1,AUTOMOVIL,DODGE,ATTITUDE,1,2,651,Robo de autopartes y cristalazo,-102.29341226,21.87764214
190501857,30411,5,2019-05-03,5,22,27,11,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,PI1,CARRETERA,45 AGUASCALIENTES-ZACATECAS,NA,",,,",CALLE,AGUASCALIENTES,CARRETERA,25 ENT RIVIER-SAN MARCOS,CALLE,MUNICIPIO COSIO,7,false,false,9,ND,ND,0,0,N,N,27,24,0,8000,false,1,2,CAMION,ND,ND,20,28,652,Robo de autopartes y cristalazo,-102.28949861,21.96338610
190503392,30411,5,2019-05-04,6,12,38,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",AVENIDA,SIGLO XXI,CALLE,JESUS RIVERA FRANCO,CALLE,ALFONSO BERNAL SANTOS C-6N,3,false,false,9,ND,ND,0,0,N,N,21,24,0,10000,false,1,2,TRAILER,ND,ND,1,1,653,Robo de autopartes y cristalazo,-102.29036775,21.84415955
190504948,30411,5,2019-05-04,6,21,18,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,AVENIDA,VALLARTA,NA,",,,",AVENIDA,VISTAS DE ORIENTE,CALLE,VALLARTA 204,CALLE,GRAN CAÑON,4,false,false,9,ND,ND,0,0,N,N,14,24,0,1400,false,1,2,CAMIONETA,FORD,RANGER,1,1,654,Robo de autopartes y cristalazo,-102.23581110,21.88101152
190505684,30411,5,2019-05-05,7,1,57,5,COLONIA,UNIDAD DEPORTIVA CIELO CLARO,222,AVENIDA,MIGUEL HIDALGO,NA,",,,",CALLE,NINGUNO,CALLE,NINGUNO,CALLE,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,27,22,0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,655,Robo de autopartes y cristalazo,-102.34205014,21.95848633
190505982,30411,5,2019-05-05,7,4,1,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,TRAJE TIPICO,101,"6,,,",CALLE,MARTHA MANJARREZ PIMENTEL,CALLE,POLIDUCTO,CALLE,JUEGOS FLORALES,4,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,656,Robo de autopartes y cristalazo,-102.24875921,21.90222183
190506938,30411,5,2019-05-05,7,12,52,1,COLONIA,SAN PABLO,921,CALLE,PONCIANO ARRIAGA,NA,",,,",CALLE,MARINA NACIONAL,CALLE,EJERCITO NACIONAL,CALLE,PROFESOR JOSE REYES MARTINEZ,6,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,2,657,Robo de autopartes y cristalazo,-102.29947891,21.89482941
